icd_code,cls_code,mapping_type,priority,source_version,note,evidence_level
Z30.1,TT-DAT-VONG,standard,1,MOH-OBGYN-2026,Mục đích: Đặt dụng cụ tử cung (IUD) — phương pháp tránh thai dài hạn hiệu quả cao (WHO MEC 2015). Ưu tiên: Chỉ thực hiện khi đã loại trừ viêm nhiễm cổ tử cung/âm đạo cấp. Lặp lại: Sau hạn vòng (5 năm đối với IUD đồng).,IIa
Z30.1,CLS-CDHA-SA-PHU-KHOA,recommended,2,MOH-OBGYN-2026,Mục đích: Siêu âm đầu dò âm đạo xác nhận vị trí IUD đúng trong buồng tử cung sau đặt. Ưu tiên: Thực hiện ngay sau đặt và kiểm tra định kỳ. Lặp lại: 3-6 tháng.,I
Z30.1,CLS-XN-SOI-TUOI,recommended,3,MOH-OBGYN-2026,Mục đích: Soi tươi dịch âm đạo loại trừ viêm nhiễm trước khi đặt IUD — phòng ngừa viêm vùng chậu do thủ thuật. Ưu tiên: Tiêu chuẩn phòng ngừa nhiễm trùng trước đặt DCTC. Lặp lại: Tùy tình trạng lâm sàng.,I
H10.9,CLS-TDCN-THI-LUC,recommended,1,MOH-EYE-2026,Mục đích: Đo thị lực đánh giá ảnh hưởng thị giác — phòng ngừa biến chứng loét giác mạc trên nền viêm kết mạc. Ưu tiên: Khám cho tất cả bệnh nhân nhãn khoa. Lặp lại: Mỗi đợt tái khám.,I
H40.9,CLS-TDCN-NHAN-AP,standard,1,MOH-EYE-2026,Mục đích: Đo nhãn áp (Goldmann/Non-contact) — theo dõi áp lực nội nhãn trong Glôcôm (nhãn áp mục tiêu <18mmHg theo AAO PPP 2020). Ưu tiên: Không thể thiếu trong quản lý Glôcôm. Lặp lại: 1-3 tháng.,IIa
H40.9,CLS-TDCN-THI-TRUONG,standard,2,MOH-EYE-2026,Mục đích: Đo thị trường (Humphrey VF) phát hiện khuyết thị trường do tổn thương dây thần kinh thị giác — phân giai đoạn Glôcôm (AAO PPP 2020). Ưu tiên: Giúp phân bậc Glôcôm và theo dõi tiến triển. Lặp lại: 3-6 tháng.,IIa
T15.9,TT-LAY-DI-VAT-MAT,standard,1,MOH-EYE-2026,Mục đích: Lấy dị vật kết mạc/giác mạc nông bằng dụng cụ chuyên dụng dưới đèn khe — phòng ngừa loét giác mạc. Ưu tiên: Thủ thuật cấp cứu cần thực hiện ngay không trì hoãn. Lặp lại: Không áp dụng (thủ thuật cấp cứu).,IIa
T15.9,CLS-TDCN-THI-LUC,suggested,2,MOH-EYE-2026,Mục đích: Đo thị lực đánh giá mức tổn thương giác mạc sau lấy dị vật — xem có ảnh hưởng thị lực không. Ưu tiên: Nên thực hiện theo tiêu chuẩn chăm sóc mắt. Lặp lại: Sau vài ngày tái khám.,IIa
H52.2,CLS-TDCN-THI-LUC,standard,1,MOH-EYE-2026,Mục đích: Đo thị lực và khúc xạ xác định mức độ loạn thị (độ cầu/trụ/trục) — cơ sở kê đơn kính. Ưu tiên: Kiểm soát chức năng nhìn hàng ngày. Lặp lại: 6 tháng.,IIa
H52.2,CLS-TDCN-BAN-DO-GM,recommended,2,MOH-EYE-2026,Mục đích: Topography giác mạc đánh giá độ cong bất thường — phân biệt loạn thị đều và giác mạc chóp (keratoconus). Ưu tiên: Đặc biệt cần khi loạn thị >2D hoặc nghi giác mạc chóp. Lặp lại: 6-12 tháng.,I
H50.9,CLS-TDCN-KHAM-LAC,standard,1,MOH-EYE-2026,Mục đích: Khám lác đo độ lệch (Cover test/Prism cover test) — xác định loại lác và góc lệch trước phẫu thuật (AAO 2021). Ưu tiên: Tiêu chuẩn cơ sở đánh giá ban đầu. Lặp lại: 3-6 tháng hoặc trước phẫu thuật.,IIa
H53.0,TT-TAP-NHUOC-THI,standard,1,MOH-EYE-2026,Mục đích: Tập nhược thị bằng máy kích thích thần kinh thị giác — hiệu quả cao nhất ở trẻ <8 tuổi (giai đoạn não dẻo). Ưu tiên: Tối quan trọng khi trẻ dưới 8-12 tuổi — sau độ tuổi này hiệu quả giảm mạnh (PEDIG studies). Lặp lại: Liệu trình 10-20 buổi × 2-3 lần/tuần.,IIa
H53.0,CLS-TDCN-THI-LUC,recommended,2,MOH-EYE-2026,Mục đích: Đo thị lực từng mắt theo dõi tiến triển nhược thị qua các đợt tập luyện. Ưu tiên: So sánh thị lực mắt nhược với mắt lành đánh giá đáp ứng điều trị. Lặp lại: Hàng tuần nếu có thể; tối thiểu mỗi đợt tái khám.,I
J45.9,CLS-TDCN-DO-HO-HAP,recommended,1,MOH-PED-2026,Mục đích: Đo chức năng hô hấp (FEV1/FVC) đánh giá mức độ tắc nghẽn và đáp ứng giãn phế quản — phân bậc hen ở trẻ ≥6 tuổi (GINA 2024). Ưu tiên: Cân nhắc tuổi ≥6 tuổi có khả năng hợp tác thổi. Lặp lại: 3-6 tháng.,I
G40.9,CLS-TDCN-EEG,standard,1,MOH-PED-2026,Mục đích: Điện não đồ (EEG) ghi nhận sóng động kinh phân loại loại cơn (cục bộ/toàn thể) — hướng dẫn chọn thuốc chống co giật (ILAE 2017). Ưu tiên: Bắt buộc để phân loại dạng động kinh và lựa chọn phác đồ. Lặp lại: 6-12 tháng.,IIa
G80.9,CLS-TDCN-DANH-GIA-PT,recommended,1,MOH-PED-2026,Mục đích: Đánh giá phát triển tâm thần vận động (Denver II/GMFCS) theo dõi tiến triển và điều chỉnh can thiệp phục hồi chức năng. Ưu tiên: Định hướng chương trình vật lý trị liệu phù hợp. Lặp lại: 3-6 tháng.,I
G80.9,CLS-TDCN-EEG,suggested,2,MOH-PED-2026,Mục đích: EEG tầm soát động kinh kèm theo ở trẻ bại não — bại não là yếu tố nguy cơ động kinh cao (30-50%). Ưu tiên: Chỉ định nếu trẻ có cơn gồng/co giật bất thường. Lặp lại: Khi có cơn co giật mới.,IIa
H90.5,CLS-TDCN-OAE,standard,1,MOH-PED-2026,Mục đích: Đo âm ốc tai (OAE) sàng lọc thính giác nhanh — tiêu chuẩn vàng sàng lọc sơ sinh (JCIH 2019). Ưu tiên: Thực hiện cho tất cả trẻ sơ sinh hoặc trẻ nhỏ nghi ngờ giảm thính lực. Lặp lại: Sàng lọc 1 lần; theo dõi 3-6 tháng.,IIa
H90.5,CLS-TDCN-ABR,recommended,2,MOH-PED-2026,Mục đích: Đo đáp ứng thính giác thân não (ABR) xác định ngưỡng nghe chính xác ở trẻ OAE bất thường — cơ sở chỉ định máy trợ thính/cấy ốc tai. Ưu tiên: Cần thiết để quyết định can thiệp phục hồi nghe. Lặp lại: 6-12 tháng.,I
F84.0,CLS-TDCN-DANH-GIA-PT,standard,1,MOH-PED-2026,Mục đích: Đánh giá mức độ rối loạn phổ tự kỷ bằng thang CARS/ADOS-2 — phân loại mức độ và định hướng can thiệp (DSM-5). Ưu tiên: Tiêu chuẩn phân lớp chẩn đoán. Lặp lại: 6 tháng theo dõi tiến triển.,IIa
F70,CLS-TDCN-DANH-GIA-PT,standard,1,MOH-PED-2026,Mục đích: Đánh giá trí tuệ (IQ)/phát triển nhận thức bằng thang Wechsler/Stanford-Binet xác định mức độ chậm phát triển trí tuệ (DSM-5: IQ <70). Ưu tiên: Cơ sở để chọn chương trình can thiệp sớm và giáo dục đặc biệt phù hợp. Lặp lại: 12 tháng.,IIa
H25.9,CLS-TDCN-THI-LUC,recommended,1,MOH-EYE-2026,Mục đích: Đo thị lực đánh giá mức ảnh hưởng thị giác do đục thủy tinh thể — quyết định chỉ định phẫu thuật khi thị lực giảm ≤3/10 ảnh hưởng sinh hoạt. Ưu tiên: Bắt buộc mỗi lần tái khám (AAO PPP 2021). Lặp lại: Mỗi đợt tái khám (3-6 tháng).,I
H25.9,CLS-TDCN-NHAN-AP,recommended,2,MOH-EYE-2026,Mục đích: Đo nhãn áp loại trừ Glôcôm đồng mắc — đặc biệt quan trọng ở người cao tuổi có đục TTT (AAO PPP 2021). Ưu tiên: Phát hiện Glôcôm ẩn trước phẫu thuật. Lặp lại: 6-12 tháng.,I
H25.9,CLS-TDCN-SINH-TRAC-NC,recommended,3,MOH-EYE-2026,Mục đích: Siêu âm sinh trắc nhãn cầu (IOL Master/A-scan) đo chiều dài trục nhãn cầu và công suất giác mạc — tính công suất IOL trước phẫu thuật Phaco (AAO PPP 2021). Ưu tiên: Bắt buộc trước phẫu thuật thay TTT. Lặp lại: Chỉ 1 lần trước phẫu thuật.,I
H52.0,CLS-TDCN-THI-LUC,standard,1,MOH-EYE-2026,Mục đích: Đo thị lực và khúc xạ xác định mức độ viễn thị (độ cầu dương) — cơ sở kê đơn kính viễn. Ưu tiên: Kiểm tra cơ bản mỗi đợt khám nhãn khoa. Lặp lại: 6-12 tháng (người lớn); 3-6 tháng (trẻ em).,IIa
H52.1,CLS-TDCN-THI-LUC,standard,1,MOH-EYE-2026,Mục đích: Đo thị lực và khúc xạ xác định mức độ cận thị (độ cầu âm) — theo dõi tiến triển đặc biệt ở trẻ em. Ưu tiên: Tiêu chuẩn cơ sở mỗi đợt khám. Lặp lại: 6 tháng (trẻ em tuổi đi học); 12 tháng (người lớn ổn định).,IIa
H52.1,CLS-TDCN-BAN-DO-GM,suggested,2,MOH-EYE-2026,Mục đích: Topography giác mạc đánh giá loạn thị kèm theo và loại trừ giác mạc chóp ở cận thị cao (>-6D). Ưu tiên: Chọn khi cận thị cao hoặc trước phẫu thuật khúc xạ LASIK/PRK. Lặp lại: 12 tháng.,IIa
J06.9,CLS-XN-CONG-THUC-MAU,suggested,1,MOH-PED-2026,Mục đích: Công thức máu tầm soát bội nhiễm vi khuẩn (bạch cầu tăng/neutrophil ưu thế) ở trẻ sốt cao ≥39°C hoặc >3 ngày không cải thiện. Ưu tiên: Chỉ chỉ định khi có dấu hiệu bội nhiễm — NKHHTT đa số do virus không cần XN (AAP 2023). Lặp lại: Không lặp lại trừ diễn tiến nặng.,IIa
J20.9,CLS-TDCN-DO-HO-HAP,suggested,1,MOH-PED-2026,Mục đích: Đo chức năng hô hấp (FEV1/FVC) đánh giá tắc nghẽn đường thở ở trẻ ≥6 tuổi ho kéo dài — phân biệt hen phế quản (GINA 2024). Ưu tiên: Cân nhắc khi ho khò >4 tuần lặp lại nhiều đợt. Lặp lại: 3-6 tháng.,IIa
N18.1,CLS-XN-CREATININE,recommended,1,MAP-IM-2026,Mục đích: Đánh giá eGFR theo dõi chức năng thận — tiêu chuẩn vàng phân loại giai đoạn CKD (KDIGO 2024). Ưu tiên: Bắt buộc mỗi lần tái khám. Lặp lại: 3 tháng/lần.,I
N18.1,CLS-XN-NUOC-TIEU,recommended,2,MAP-IM-2026,Mục đích: Tổng phân tích nước tiểu tầm soát đạm niệu/hồng cầu niệu/nhiễm trùng tiết niệu. Ưu tiên: Đi kèm Creatinine mỗi đợt tái khám. Lặp lại: 3-6 tháng.,I
N18.1,CLS-XN-MICROALBUMIN,recommended,3,MAP-IM-2026,Mục đích: Phát hiện sớm albumin niệu vi lượng — marker tiên lượng tiến triển bệnh thận (KDIGO 2024). Ưu tiên: Đặc biệt quan trọng ở CKD giai đoạn 1 khi đạm niệu chưa dương tính trên TPTNT. Lặp lại: 6 tháng.,I
N18.1,CLS-CDHA-SIEU-AM-BUNG,suggested,4,MAP-IM-2026,Mục đích: Siêu âm thận đánh giá kích thước thận/nhu mô thận/tắc nghẽn đường tiểu — loại trừ nguyên nhân cấu trúc. Ưu tiên: Thực hiện ở lần chẩn đoán đầu hoặc khi eGFR giảm nhanh. Lặp lại: 12 tháng.,IIa
K29.5,CLS-TDCN-NOI-SOI-DD,recommended,1,MAP-GAS-2026,Mục đích: Nội soi thực quản-dạ dày-tá tràng đánh giá viêm/loét/teo niêm mạc dạ dày và sinh thiết tìm H. pylori/loại trừ tân sinh (ACG 2022). Ưu tiên: Bắt buộc ở bệnh nhân ≥40 tuổi có triệu chứng mới hoặc triệu chứng báo động. Lặp lại: 12-24 tháng tùy mức độ.,I
K29.5,CLS-XN-TEST-HP,recommended,2,MAP-GAS-2026,Mục đích: Test hơi thở Urea C13/C14 hoặc test phân tìm kháng nguyên HP — phát hiện nhiễm H. pylori (Maastricht VI 2022). Ưu tiên: Chiến lược test-and-treat giảm nguy cơ loét tái phát và ung thư dạ dày. Lặp lại: Sau kết thúc điều trị diệt HP 4 tuần.,I
K29.5,CLS-XN-CONG-THUC-MAU,suggested,3,MAP-GAS-2026,Mục đích: Công thức máu phát hiện thiếu máu do viêm dạ dày mạn (giảm hấp thu B12/sắt) và đánh giá tình trạng viêm. Ưu tiên: Quan trọng ở bệnh nhân viêm teo dạ dày. Lặp lại: 3-6 tháng.,IIa
G43.9,CLS-CDHA-CT-SO-NAO,suggested,1,MAP-NEURO-2026,Mục đích: CT sọ não loại trừ tổn thương thực thể nội sọ (u não/xuất huyết) ở bệnh nhân Migraine có dấu hiệu cờ đỏ (đau đầu thay đổi tính chất/khởi phát muộn >50 tuổi). Ưu tiên: Chỉ chỉ định khi có dấu hiệu báo động — không làm thường quy. Lặp lại: Theo chỉ định.,IIa
G43.9,CLS-CDHA-MRI-SO-NAO,suggested,2,MAP-NEURO-2026,Mục đích: MRI sọ não đánh giá chi tiết tổn thương chất trắng và loại trừ dị dạng mạch ở Migraine có aura kéo dài (AAN 2019). Ưu tiên: Cân nhắc khi Migraine kháng trị hoặc có triệu chứng thần kinh khu trú. Lặp lại: Theo chỉ định (Thường làm ngoài BHYT).,IIa
G43.9,CLS-TDCN-ECG-12,suggested,3,MAP-NEURO-2026,Mục đích: ECG 12 chuyển đạo tầm soát rối loạn nhịp tim ở bệnh nhân Migraine có aura trước khi kê Flunarizine hoặc Amitriptyline — hai thuốc có nguy cơ kéo dài QT. Ưu tiên: Cân nhắc ở bệnh nhân có tiền sử tim mạch. Lặp lại: Trước khi bắt đầu điều trị dự phòng.,IIa
G44.2,CLS-CDHA-CT-SO-NAO,suggested,1,MAP-NEURO-2026,Mục đích: CT sọ não loại trừ tổn thương thực thể nội sọ ở bệnh nhân đau đầu căng thẳng có dấu hiệu cờ đỏ (thay đổi tính chất/tăng tần suất đột ngột). Ưu tiên: Chỉ chỉ định khi có dấu hiệu báo động — không làm thường quy. Lặp lại: Theo chỉ định.,IIa
G44.2,CLS-CDHA-MRI-SO-NAO,suggested,2,MAP-NEURO-2026,Mục đích: MRI sọ não đánh giá chi tiết khi đau đầu căng thẳng mạn tính kháng trị hoặc triệu chứng thần kinh khu trú mới xuất hiện. Ưu tiên: Cân nhắc khi thất bại điều trị nội khoa >3 tháng. Lặp lại: Theo chỉ định (Thường làm ngoài BHYT).,IIa
G45.9,CLS-CDHA-CT-SO-NAO,recommended,1,MAP-NEURO-2026,Mục đích: CT sọ não cấp loại trừ xuất huyết não và xác nhận thiếu máu não cục bộ trong cơn TIA (ESO 2021). Ưu tiên: Bắt buộc khẩn cấp trong vòng 24 giờ sau khởi phát triệu chứng. Lặp lại: Theo chỉ định cấp cứu.,I
G45.9,CLS-CDHA-MRI-SO-NAO,recommended,2,MAP-NEURO-2026,Mục đích: MRI khuếch tán (DWI) phát hiện ổ nhồi máu não cấp kích thước nhỏ mà CT bỏ sót — nhạy hơn CT trong TIA (AHA/ASA 2021). Ưu tiên: Ưu tiên cao khi có điều kiện. Lặp lại: Theo chỉ định (Thường làm ngoài BHYT).,I
G45.9,CLS-CDHA-SA-MACH-CANH,recommended,3,MAP-NEURO-2026,Mục đích: Siêu âm Doppler động mạch cảnh tầm soát hẹp xơ vữa gây TIA — cơ sở quyết định phẫu thuật bóc nội mạc hoặc đặt stent (ESO 2021). Ưu tiên: Bắt buộc trong đánh giá nguyên nhân TIA. Lặp lại: 6-12 tháng.,I
G45.9,CLS-TDCN-ECG-12,recommended,4,MAP-NEURO-2026,Mục đích: ECG 12 chuyển đạo phát hiện rung nhĩ — nguyên nhân thuyên tắc mạch não thường gặp nhất gây TIA (ESO 2021). Ưu tiên: Bắt buộc tầm soát rung nhĩ. Lặp lại: Mỗi đợt tái khám.,I
G45.9,CLS-XN-CONG-THUC-MAU,recommended,5,MAP-NEURO-2026,Mục đích: Công thức máu đánh giá đa hồng cầu/giảm tiểu cầu — yếu tố nguy cơ huyết khối hoặc xuất huyết. Ưu tiên: Xét nghiệm nền bắt buộc. Lặp lại: 3 tháng/lần.,I
G45.9,CLS-XN-LIPID,recommended,6,MAP-NEURO-2026,Mục đích: Bilan lipid máu đánh giá yếu tố nguy cơ xơ vữa — mục tiêu LDL-C <1.4 mmol/L ở bệnh nhân TIA (ESC/EAS 2019). Ưu tiên: Bắt buộc để quyết định liều Statin. Lặp lại: 3-6 tháng.,I
G45.9,CLS-XN-CREATININE,suggested,7,MAP-NEURO-2026,Mục đích: Đánh giá chức năng thận (eGFR) trước khi kê thuốc chống kết tập tiểu cầu và Statin liều cao. Ưu tiên: Quan trọng ở người cao tuổi. Lặp lại: 3-6 tháng.,IIa
I69.4,CLS-CDHA-SA-MACH-CANH,recommended,1,MAP-NEURO-2026,Mục đích: Siêu âm Doppler động mạch cảnh tầm soát tái hẹp xơ vữa và đánh giá nguy cơ tái phát đột quỵ (ESO 2021). Ưu tiên: Bắt buộc trong theo dõi di chứng đột quỵ. Lặp lại: 6-12 tháng.,I
I69.4,CLS-CDHA-CT-SO-NAO,suggested,2,MAP-NEURO-2026,Mục đích: CT sọ não đánh giá ổ nhồi máu cũ và loại trừ biến chứng (chuyển dạng xuất huyết/phù não). Ưu tiên: Chỉ khi có triệu chứng thần kinh mới. Lặp lại: Theo chỉ định.,IIa
I69.4,CLS-CDHA-MRI-SO-NAO,suggested,3,MAP-NEURO-2026,Mục đích: MRI sọ não đánh giá chi tiết ổ tổn thương cũ và phát hiện nhồi máu não lặng lẽ (silent infarcts). Ưu tiên: Cân nhắc khi sa sút nhận thức tiến triển. Lặp lại: Theo chỉ định (Thường làm ngoài BHYT).,IIa
I69.4,CLS-TDCN-ECG-12,recommended,4,MAP-NEURO-2026,Mục đích: ECG 12 chuyển đạo tầm soát rung nhĩ và các rối loạn nhịp gây thuyên tắc mạch não tái phát. Ưu tiên: Bắt buộc mỗi đợt tái khám. Lặp lại: Mỗi đợt tái khám.,I
I69.4,CLS-XN-CONG-THUC-MAU,recommended,5,MAP-NEURO-2026,Mục đích: Công thức máu theo dõi thiếu máu/bất thường tiểu cầu trên nền dùng thuốc chống kết tập tiểu cầu dài hạn. Ưu tiên: Xét nghiệm nền bắt buộc. Lặp lại: 3 tháng/lần.,I
I69.4,CLS-XN-LIPID,recommended,6,MAP-NEURO-2026,Mục đích: Bilan lipid máu theo dõi đáp ứng Statin — mục tiêu LDL-C <1.4 mmol/L ở bệnh nhân di chứng đột quỵ (ESC 2019). Ưu tiên: Bắt buộc. Lặp lại: 3-6 tháng.,I
I69.4,CLS-XN-CREATININE,suggested,7,MAP-NEURO-2026,Mục đích: Đánh giá chức năng thận khi dùng Statin liều cao và thuốc chống kết tập tiểu cầu kéo dài. Ưu tiên: Quan trọng ở người cao tuổi có bệnh thận nền. Lặp lại: 3-6 tháng.,IIa
E66.9,CLS-XN-LIPID,recommended,1,MAP-IM-METABOLIC-2026,Mục đích: Bilan lipid máu tầm soát rối loạn chuyển hóa lipid ở bệnh nhân béo phì — nguy cơ tim mạch cao (ESC 2019). Ưu tiên: Bắt buộc trong đánh giá ban đầu. Lặp lại: 3-6 tháng.,I
E66.9,CLS-XN-DUONG-HUYET,recommended,2,MAP-IM-METABOLIC-2026,Mục đích: Tầm soát đái tháo đường typ 2 ở bệnh nhân béo phì — yếu tố nguy cơ hàng đầu kháng insulin. Ưu tiên: Bắt buộc. Lặp lại: 3-6 tháng.,I
E66.9,CLS-XN-AST-ALT,suggested,3,MAP-IM-METABOLIC-2026,Mục đích: Sàng lọc gan nhiễm mỡ không do rượu (NAFLD/MAFLD) ở bệnh nhân béo phì. Ưu tiên: Quan trọng khi BMI >30. Lặp lại: 6 tháng.,IIa
E66.9,CLS-XN-AXIT-URIC,suggested,4,MAP-IM-METABOLIC-2026,Mục đích: Tầm soát tăng acid uric máu đồng mắc ở bệnh nhân béo phì có hội chứng chuyển hóa. Ưu tiên: Cân nhắc. Lặp lại: 6 tháng.,IIa
E79.0,CLS-XN-AXIT-URIC,recommended,1,MAP-IM-METABOLIC-2026,Mục đích: Định lượng acid uric máu theo dõi mức tăng và đánh giá đáp ứng điều trị bằng Allopurinol. Ưu tiên: Bắt buộc mỗi lần tái khám. Lặp lại: 3 tháng.,I
E79.0,CLS-XN-CREATININE,recommended,2,MAP-IM-METABOLIC-2026,Mục đích: Đánh giá chức năng thận (eGFR) do tăng acid uric máu gây tổn thương thận mạn. Ưu tiên: Bắt buộc trước khi kê Allopurinol. Lặp lại: 3-6 tháng.,I
E79.0,CLS-XN-LIPID,suggested,3,MAP-IM-METABOLIC-2026,Mục đích: Đánh giá rối loạn lipid máu đồng mắc — tăng acid uric thường đi kèm hội chứng chuyển hóa. Ưu tiên: Cân nhắc. Lặp lại: 6 tháng.,IIa
E88.81,CLS-XN-LIPID,recommended,1,MAP-IM-METABOLIC-2026,Mục đích: Bilan lipid máu đánh giá rối loạn chuyển hóa lipid trong hội chứng chuyển hóa (IDF 2005). Ưu tiên: Bắt buộc. Lặp lại: 3-6 tháng.,I
E88.81,CLS-XN-DUONG-HUYET,recommended,2,MAP-IM-METABOLIC-2026,Mục đích: Tầm soát kháng insulin và đái tháo đường trong hội chứng chuyển hóa. Ưu tiên: Bắt buộc. Lặp lại: 3 tháng.,I
E88.81,CLS-XN-AST-ALT,suggested,3,MAP-IM-METABOLIC-2026,Mục đích: Sàng lọc tổn thương gan nhiễm mỡ (NAFLD) đồng mắc. Ưu tiên: Quan trọng. Lặp lại: 6 tháng.,IIa
E88.81,CLS-XN-AXIT-URIC,suggested,4,MAP-IM-METABOLIC-2026,Mục đích: Tầm soát tăng acid uric máu đồng mắc trong hội chứng chuyển hóa. Ưu tiên: Cân nhắc. Lặp lại: 6 tháng.,IIa
G20,CLS-CDHA-MRI-SO-NAO,suggested,1,MAP-NEURO-2026,Mục đích: MRI sọ não loại trừ Parkinsonism thứ phát (u não/hội chứng mạch máu) ở bệnh nhân nghi Parkinson mới chẩn đoán (NICE 2017). Ưu tiên: Cân nhắc khi triệu chứng không điển hình. Lặp lại: Theo chỉ định (Thường làm ngoài BHYT).,IIa
G20,CLS-TDCN-ECG-12,suggested,2,MAP-NEURO-2026,Mục đích: ECG tầm soát rối loạn nhịp tim ở bệnh nhân Parkinson trước khi kê Levodopa hoặc thuốc Dopamine agonist. Ưu tiên: Cân nhắc ở bệnh nhân cao tuổi. Lặp lại: 6 tháng.,IIa
H81.9,CLS-CDHA-MRI-SO-NAO,suggested,1,MAP-NEURO-2026,Mục đích: MRI sọ não loại trừ tổn thương thần kinh trung ương (u dây thần kinh tiền đình/nhồi máu tiểu não) gây chóng mặt trung ương (AAO-HNS 2017). Ưu tiên: Chỉ khi có dấu hiệu cờ đỏ chóng mặt trung ương. Lặp lại: Theo chỉ định (Thường làm ngoài BHYT).,IIa
H81.9,CLS-TDCN-DO-THINH-LUC,recommended,2,MAP-NEURO-2026,Mục đích: Đo thính lực đánh giá giảm thính lực đi kèm — phân biệt bệnh Meniere và các rối loạn tiền đình khác (AAO-HNS 2020). Ưu tiên: Khuyến cáo mạnh. Lặp lại: 3-6 tháng.,I
H81.9,CLS-TDCN-NHI-LUONG-DO,suggested,3,MAP-NEURO-2026,Mục đích: Tympanometry đánh giá chức năng tai giữa loại trừ bệnh lý tai giữa gây chóng mặt. Ưu tiên: Cân nhắc khi nghe kém. Lặp lại: 3-6 tháng.,IIa
G30.9,CLS-CDHA-MRI-SO-NAO,recommended,1,MAP-NEURO-2026,Mục đích: MRI sọ não đánh giá teo hải mã và loại trừ nguyên nhân sa sút trí tuệ có thể điều trị được (u não/não úng thủy áp lực bình thường) (AAN 2017). Ưu tiên: Bắt buộc trong đánh giá ban đầu. Lặp lại: Theo chỉ định (Thường làm ngoài BHYT).,I
G30.9,CLS-TDCN-ECG-12,suggested,2,MAP-NEURO-2026,Mục đích: ECG tầm soát rối loạn nhịp trước khi kê Donepezil — thuốc có nguy cơ gây nhịp chậm. Ưu tiên: Cân nhắc ở bệnh nhân cao tuổi có bệnh tim. Lặp lại: 6 tháng.,IIa
G30.9,CLS-XN-CONG-THUC-MAU,suggested,3,MAP-NEURO-2026,Mục đích: Công thức máu loại trừ thiếu máu và các bệnh lý toàn thân gây suy giảm nhận thức thứ phát. Ưu tiên: Xét nghiệm nền. Lặp lại: 6 tháng.,IIa
G30.9,CLS-XN-VIT-B12,suggested,4,MAP-NEURO-2026,Mục đích: Tầm soát thiếu hụt vitamin B12 — nguyên nhân sa sút trí tuệ có thể phục hồi (AAN 2017). Ưu tiên: Quan trọng ở người cao tuổi. Lặp lại: 12 tháng.,IIa
J44.9,CLS-TDCN-HO-HAP-KY,recommended,1,MAP-RESP-2026,Mục đích: Hô hấp ký (FEV1/FVC) chẩn đoán xác định và phân bậc COPD — tiêu chuẩn vàng chẩn đoán (GOLD 2024). Ưu tiên: Bắt buộc. Lặp lại: 6-12 tháng.,I
J44.9,CLS-TDCN-ECG-12,suggested,2,MAP-RESP-2026,Mục đích: ECG tầm soát tâm phế mạn và rối loạn nhịp ở bệnh nhân COPD nặng. Ưu tiên: Cân nhắc ở bệnh nhân COPD giai đoạn C-D. Lặp lại: 6-12 tháng.,IIa
J44.9,CLS-XN-CONG-THUC-MAU,suggested,3,MAP-RESP-2026,Mục đích: Công thức máu phát hiện đa hồng cầu do thiếu oxy mạn tính trong COPD (GOLD 2024). Ưu tiên: Quan trọng ở COPD nặng. Lặp lại: 6 tháng.,IIa
A97.0,CLS-XN-DENGUE-NS1,recommended,1,MAP-INF-2026,Mục đích: Test nhanh NS1 chẩn đoán sớm sốt xuất huyết Dengue trong 1-3 ngày đầu (WHO 2009). Ưu tiên: Bắt buộc ngay khi nghi ngờ. Lặp lại: Chỉ 1 lần/đợt sốt.,I
A97.0,CLS-XN-CONG-THUC-MAU,recommended,2,MAP-INF-2026,Mục đích: Công thức máu theo dõi tiểu cầu và Hematocrit — marker theo dõi diễn tiến sốt xuất huyết (WHO 2009). Ưu tiên: Bắt buộc theo dõi hàng ngày trong pha nguy hiểm. Lặp lại: Hàng ngày trong pha nguy hiểm.,I
A97.0,CLS-XN-AST-ALT,suggested,3,MAP-INF-2026,Mục đích: Đánh giá tổn thương gan do Dengue — viêm gan do Dengue có thể gây suy gan cấp. Ưu tiên: Cân nhắc khi có triệu chứng nặng. Lặp lại: Theo diễn tiến lâm sàng.,IIa
B18.1,CLS-XN-HBSAG,recommended,1,MAP-INF-2026,Mục đích: Xác nhận tình trạng mang HBsAg — marker chẩn đoán viêm gan B mạn (AASLD 2018). Ưu tiên: Bắt buộc. Lặp lại: 6-12 tháng.,I
B18.1,CLS-XN-HBV-DNA,recommended,2,MAP-INF-2026,Mục đích: Đo tải lượng virus HBV-DNA quyết định chỉ định điều trị kháng virus theo tiêu chuẩn BHYT. Ưu tiên: Bắt buộc trước và trong điều trị. Lặp lại: 3-6 tháng.,I
B18.1,CLS-XN-AST-ALT,recommended,3,MAP-INF-2026,Mục đích: Men gan đánh giá mức độ viêm hoại tử tế bào gan — tiêu chuẩn quyết định cấp thuốc BHYT (AASLD 2018). Ưu tiên: Bắt buộc. Lặp lại: 3 tháng.,I
B34.9,CLS-XN-CONG-THUC-MAU,suggested,1,MAP-INF-2026,Mục đích: Công thức máu đánh giá bạch cầu lympho ưu thế gợi ý nhiễm virus — phân biệt với nhiễm vi khuẩn. Ưu tiên: Chỉ khi sốt cao >3 ngày hoặc triệu chứng nặng. Lặp lại: Không lặp lại trừ diễn tiến nặng.,IIa
