icd_code,drug_code,mapping_type,priority,source_version,note,evidence_level
A97.0,MED-INF-ORESOL,preferred,1,MAP-INF-2026,Mục đích: Bù nước và điện giải qua đường uống dự phòng sốc giảm thể tích trong sốt xuất huyết Dengue (WHO 2009). Tác dụng phụ: Không có nếu pha đúng tỷ lệ. Tương tác: Ít tương tác.,I
A97.0,MED-ANAL-PARACETAMOL,recommended,2,MAP-INF-2026,Mục đích: Hạ sốt an toàn trong sốt xuất huyết — TUYỆT ĐỐI KHÔNG dùng NSAID/Aspirin (tăng nguy cơ xuất huyết). Tác dụng phụ: Độc tính gan khi quá liều. Tương tác: Rượu tăng độc gan.,I
B18.1,MED-INF-TENOFOVIR,preferred,1,MAP-INF-2026,Mục đích: Ức chế sự nhân lên của virus HBV ngăn ngừa xơ gan và ung thư gan — thuốc BHYT theo phác đồ BYT. Tác dụng phụ: Giảm mật độ xương; độc tính thận. Tương tác: NSAID tăng độc thận.,I
B34.9,MED-ANAL-PARACETAMOL,preferred,1,MAP-INF-2026,Mục đích: Hạ sốt và giảm đau trong nhiễm virus không đặc hiệu. Tác dụng phụ: Độc tính gan khi quá liều. Tương tác: Rượu tăng độc gan.,I
B34.9,MED-INF-ORESOL,suggested,2,MAP-INF-2026,Mục đích: Bù nước điện giải khi sốt cao và mất nước do nhiễm virus. Tác dụng phụ: An toàn nếu pha đúng. Tương tác: Ít tương tác.,IIa
N39.0,MED-URO-FOSFOMYCIN,preferred,1,MAP-URO-2026,Mục đích: Kháng sinh liều duy nhất điều trị viêm bàng quang cấp đơn thuần ở phụ nữ (EAU 2023). Tác dụng phụ: Rối loạn tiêu hóa; tiêu chảy. Tương tác: Metoclopramide giảm hấp thu.,I
N39.0,MED-URO-CIPROFLOXACIN,suggested,2,MAP-URO-2026,Mục đích: Kháng sinh Fluoroquinolone cho viêm tiết niệu có biểu hiện toàn thân hoặc viêm bể thận (EAU 2023). Tác dụng phụ: Viêm gân; tiêu chảy. Tương tác: Antacid giảm hấp thu.,IIa
N20.9,MED-URO-ROWATINEX,recommended,1,MAP-URO-2026,Mục đích: Terpenes tăng lưu lượng máu thận và bài niệu hỗ trợ tống xuất sỏi nhỏ <5mm. Tác dụng phụ: Chóng mặt; rối loạn tiêu hóa nhẹ. Tương tác: Thuốc chống đông tăng nhẹ nguy cơ chảy máu.,I
N20.9,MED-NSAID-IBUPROFEN,recommended,2,MAP-URO-2026,Mục đích: Giảm đau quặn thận do sỏi niệu quản — NSAID hiệu quả hơn Opioid trong đau quặn thận (EAU 2023). Tác dụng phụ: Kích ứng dạ dày; suy thận. Tương tác: ACEi/ARB giảm hiệu lực hạ áp.,I
N20.9,MED-URO-CIPROFLOXACIN,suggested,3,MAP-URO-2026,Mục đích: Kháng sinh khi sỏi tiết niệu kèm nhiễm trùng đường tiểu. Tác dụng phụ: Viêm gân. Tương tác: Antacid giảm hấp thu.,IIa
N40,MED-URO-TAMSULOSIN,preferred,1,MAP-URO-2026,Mục đích: Chẹn alpha-1 giãn cơ trơn tuyến tiền liệt cải thiện dòng tiểu — thuốc đầu tay trong phì đại tuyến tiền liệt (EAU 2023). Tác dụng phụ: Chóng mặt; hạ huyết áp tư thế; xuất tinh ngược. Tương tác: Thuốc hạ huyết áp tăng nguy cơ hạ áp.,I
M54.5,MED-NSAID-IBUPROFEN,preferred,1,MAP-MSK-2026,Mục đích: Giảm đau kháng viêm trong đau thắt lưng cấp — NSAID hiệu quả hơn Paracetamol (ACP 2017). Tác dụng phụ: Kích ứng dạ dày; suy thận. Tương tác: ACEi/ARB giảm hiệu lực hạ áp.,I
M54.5,MED-ANAL-PARACETAMOL,suggested,2,MAP-MSK-2026,Mục đích: Giảm đau thay thế khi chống chỉ định NSAID. Tác dụng phụ: Độc tính gan khi quá liều. Tương tác: Rượu tăng toxicity gan.,IIa
M54.5,MED-MSK-EPERISONE,recommended,3,MAP-MSK-2026,Mục đích: Giãn cơ giảm co thắt cơ cạnh sống trong đau thắt lưng cấp do co cứng cơ. Tác dụng phụ: Buồn ngủ; chóng mặt; yếu cơ. Tương tác: Thuốc giảm đau trung ương tăng an thần.,I
M47.8,MED-NSAID-IBUPROFEN,preferred,1,MAP-MSK-2026,Mục đích: Giảm đau kháng viêm trong thoái hóa cột sống có đợt đau cấp. Tác dụng phụ: Loét dạ dày; suy thận. Tương tác: Thuốc chống đông tăng nguy cơ chảy máu.,I
M47.8,MED-ANAL-PARACETAMOL,suggested,2,MAP-MSK-2026,Mục đích: Giảm đau an toàn thay thế NSAID ở người có bệnh dạ dày hoặc thận. Tác dụng phụ: Độc tính gan. Tương tác: Rượu tăng toxicity gan.,IIa
M47.8,MED-MSK-EPERISONE,recommended,3,MAP-MSK-2026,Mục đích: Giãn cơ cải thiện co cứng cơ cạnh sống trong thoái hóa cột sống. Tác dụng phụ: Buồn ngủ; chóng mặt. Tương tác: Thuốc an thần tăng buồn ngủ.,I
M54.3,MED-NEURO-PREGABALIN,preferred,1,MAP-MSK-2026,Mục đích: Giảm đau thần kinh tọa do chèn ép rễ thần kinh — hiệu quả cao trong đau thần kinh (NICE 2020). Tác dụng phụ: Chóng mặt; buồn ngủ; phù ngoại biên. Tương tác: Opioid tăng ức chế hô hấp.,I
M54.3,MED-NSAID-IBUPROFEN,recommended,2,MAP-MSK-2026,Mục đích: Giảm đau kháng viêm phối hợp trong đau thần kinh tọa mức độ vừa-nặng. Tác dụng phụ: Kích ứng dạ dày. Tương tác: ACEi/ARB giảm hiệu lực.,I
M54.3,MED-MSK-EPERISONE,suggested,3,MAP-MSK-2026,Mục đích: Giãn cơ giảm co thắt cơ cạnh sống trong đau thần kinh tọa. Tác dụng phụ: Buồn ngủ; yếu cơ. Tương tác: Thuốc an thần tăng tác dụng.,IIa
M81.9,MED-MSK-ALENDRONATE,preferred,1,MAP-MSK-2026,Mục đích: Ức chế tế bào hủy xương ngăn ngừa gãy xương trong loãng xương — thuốc đầu tay (AACE 2020). Tác dụng phụ: Viêm loét thực quản; đau cơ xương khớp. Tương tác: Canxi giảm hấp thu — uống cách 2 giờ.,I
M81.9,MED-MSK-CALCIUM-D3,recommended,2,MAP-MSK-2026,Mục đích: Bổ sung Canxi và Vitamin D3 nền tảng bù khoáng chất trong điều trị loãng xương. Tác dụng phụ: Táo bón; sỏi thận nếu liều cao kéo dài. Tương tác: Quinolone/Tetracycline giảm hấp thu.,I
L20.9,MED-DERM-CORTICOID,preferred,1,MAP-DERM-2026,Mục đích: Corticoid bôi chống viêm chống ngứa trong viêm da cơ địa mức độ vừa-nặng (EAACI 2020). Tác dụng phụ: Hấp thu toàn thân nếu bôi diện rộng. Tương tác: Thận trọng dùng chung corticoid toàn thân.,I
L20.9,MED-DERM-ANTIHIST,recommended,2,MAP-DERM-2026,Mục đích: Kháng histamin giảm ngứa ban đêm cải thiện giấc ngủ trong viêm da cơ địa. Tác dụng phụ: Buồn ngủ nhẹ; khô miệng. Tương tác: Rượu tăng an thần.,I
L50.9,MED-DERM-ANTIHIST,preferred,1,MAP-DERM-2026,Mục đích: Kháng histamin H1 thế hệ 2 — thuốc đầu tay điều trị mề đay cấp và mạn tính (EAACI 2022). Tác dụng phụ: Buồn ngủ nhẹ; khô miệng. Tương tác: Rượu và thuốc ức chế CNS tăng an thần.,I
L50.9,MED-DERM-CORTICOID,suggested,2,MAP-DERM-2026,Mục đích: Corticoid bôi giảm ngứa và viêm tại chỗ khi mề đay kèm tổn thương da viêm. Tác dụng phụ: Hấp thu toàn thân nếu bôi rộng. Tương tác: Corticoid toàn thân tác dụng cộng gộp.,IIa
B35.9,MED-DERM-ITRACONAZOLE,preferred,1,MAP-DERM-2026,Mục đích: Kháng nấm đường uống tiêu diệt vi nấm sợi gây bệnh nấm da dai dẳng hoặc diện rộng (WHO 2018). Tác dụng phụ: Rối loạn tiêu hóa; tăng men gan. Tương tác: CYP3A4 — rất nhiều tương tác thuốc nguy hiểm.,I
B02.9,MED-DERM-ACYCLOVIR,preferred,1,MAP-DERM-2026,Mục đích: Kháng virus Herpes rút ngắn thời gian bài xuất virus và giảm đau thần kinh sau Zona — hiệu quả nhất khi bắt đầu <72 giờ sau phát ban (AAD 2020). Tác dụng phụ: Buồn nôn; tăng creatinine. Tương tác: Thuốc độc thận tăng nguy cơ suy thận.,I
B02.9,MED-NEURO-GABAPENTIN,suggested,2,MAP-DERM-2026,Mục đích: Giảm đau thần kinh sau Zona (post-herpetic neuralgia) — hiệu quả khi đau kéo dài >90 ngày sau phát ban. Tác dụng phụ: Chóng mặt; buồn ngủ. Tương tác: Antacid giảm hấp thu.,IIa
B02.9,MED-ANAL-PARACETAMOL,recommended,3,MAP-DERM-2026,Mục đích: Giảm đau mức độ nhẹ-vừa trong giai đoạn cấp của Zona. Tác dụng phụ: Độc tính gan khi quá liều. Tương tác: Rượu tăng toxicity gan.,I
G47.0,MED-PSYCH-ROTUNDA,preferred,1,MAP-PSYCH-2026,Mục đích: An thần thảo dược nhẹ giúp dễ ngủ và cải thiện chất lượng giấc ngủ — lựa chọn an toàn đầu tay. Tác dụng phụ: Buồn ngủ ngày hôm sau; mệt mỏi. Tương tác: Tăng tác dụng thuốc ức chế thần kinh khác.,I
G47.0,MED-NEURO-AMITRIPTYLINE,suggested,2,MAP-PSYCH-2026,Mục đích: Cải thiện giấc ngủ ở liều thấp dùng trước khi ngủ — đặc biệt hiệu quả khi mất ngủ kèm đau mạn tính. Tác dụng phụ: Khô miệng; táo bón; buồn ngủ. Tương tác: Thuốc ức chế MAO chống chỉ định.,IIa
F41.9,MED-PSYCH-ROTUNDA,suggested,1,MAP-PSYCH-2026,Mục đích: An thần nhẹ giảm lo âu mức độ nhẹ — lựa chọn thảo dược an toàn trước khi dùng Benzodiazepine. Tác dụng phụ: Buồn ngủ; mệt mỏi. Tương tác: Tăng tác dụng thuốc ức chế thần kinh khác.,IIa
F41.9,MED-PSYCH-DIAZEPAM,suggested,2,MAP-PSYCH-2026,Mục đích: Giải lo âu mạnh trong rối loạn lo âu mức độ trung bình-nặng không đáp ứng biện pháp không dùng thuốc. Tác dụng phụ: Gây nghiện; lú lẫn ở người cao tuổi. Tương tác: Rượu và thuốc ức chế trung ương gây suy hô hấp.,IIa
D25.9,MED-OBGYN-CONTRACEPTIVE,suggested,1,"Mục đích: Tránh thai hằng ngày hỗ trợ điều hòa chu kỳ kinh và giảm chảy máu trong u xơ (nếu không chống chỉ định). Tác dụng phụ: Tăng cân nhẹ, đau ngực. Tương tác: Kháng sinh phổ rộng.",Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIb
D25.9,MED-NSAID-IBUPROFEN,suggested,2,Mục đích: Giảm đau bụng kinh và giảm chảy máu kinh nguyệt ở bệnh nhân u xơ. Tác dụng phụ: Loét dạ dày. Tương tác: Thận trọng cho người bệnh thận.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIb
N92.0,MED-OBGYN-CONTRACEPTIVE,preferred,1,"Mục đích: Liệu pháp nội tiết tố đường uống (viên kết hợp) là điều trị nội khoa đầu tay cho rong kinh vô căn (ACOG). Tác dụng phụ: Căng ngực, buồn nôn.",Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
N92.0,MED-NSAID-IBUPROFEN,recommended,2,Mục đích: NSAID giúp giảm 20-50% lượng máu mất trong kỳ kinh. Tác dụng phụ: Dạ dày.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
N70.9,MED-OBGYN-METRO-NEO,preferred,1,Mục đích: Viên đặt kháng sinh phổ rộng tác dụng trên vi khuẩn kỵ khí và gram âm cho viêm nhiễm phần phụ mức độ nhẹ ngoại trú. Tác dụng phụ: Rát vùng kín. Tương tác: Không rửa âm đạo quá sâu.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
I25.1,MED-CARDIO-ASPIRIN,recommended,1,Mục đích: Dự phòng huyết khối thứ phát trong bệnh mạch vành (AHA). Tác dụng phụ: Loét tiêu hóa. Tương tác: Kết hợp PPI nếu có yếu tố nguy cơ dạ dày.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
I25.1,MED-BB-BISOPROLOL,recommended,2,Mục đích: Giảm nhịp tim và nhu cầu oxy cơ tim (ESC 2019). Tác dụng phụ: Chậm nhịp. Tương tác: Tránh dùng chung Non-DHP CCB.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
I25.1,MED-STATIN-ATORVASTATIN,recommended,3,Mục đích: Hạ mỡ máu cường độ cao dự phòng biến cố tim mạch. Tác dụng phụ: Đau cơ. Tương tác: CYP3A4 inhibitors.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
I83.9,MED-VASC-DIOSMIN,suggested,1,Mục đích: Hỗ trợ giảm triệu chứng nặng chân đau nhức tĩnh mạch. Tác dụng phụ: Tiêu chảy. Tương tác: An toàn.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIb
I11.9,MED-ARB-LOSARTAN,preferred,1,Mục đích: Chặn quá trình phì đại thất trái do Tăng huyết áp. Giảm áp lực lên hệ tim. Tác dụng phụ: Tăng Kali.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
I65.2,MED-CARDIO-ASPIRIN,recommended,1,Mục đích: Ngăn sự kết tập tụ cầu tại mảng xơ vữa hẹp cảnh. Tương tự bệnh vành mạn.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
I65.2,MED-STATIN-ROSUVASTATIN,recommended,2,Mục đích: Statin cường độ cao ổn định mảng xơ vữa mạch cảnh tránh đột quỵ. Tác dụng phụ: Men gan tăng.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
E05.9,MED-ENDOC-THIAMAZOLE,recommended,1,Mục đích: Khống chế tổng hợp hormone giáp.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
E05.9,MED-BB-BISOPROLOL,suggested,2,Mục đích: Giảm nhịp tim nhanh do cường giao cảm trước khi Thiamazole có tác dụng.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIb
E03.9,MED-ENDOC-LEVOTHYROXINE,recommended,1,Mục đích: Hormone thay thế bắt buộc.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
N61,MED-ABX-AMOX-CLAV,recommended,1,Mục đích: Kháng sinh phổ rộng trị nhiễm trùng mô mềm/áp xe vú.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
L20.9,MED-DERM-CORTICOID-MILD,recommended,1,"Mục đích: Viêm da cơ địa mức nhẹ-vừa. Tối đa 14 ngày, nên giảm liều cách ngày (Class I).",Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
L40.0,MED-DERM-CORTICOID-HIGH,recommended,1,Mục đích: Vảy nến thể mảng. Bôi lưu ý diện tích rộng. Tuyệt đối không quá 7 ngày tránh teo da (Class I).,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
B35.9,MED-DERM-ANTIFUNGAL,recommended,1,Mục đích: Điều trị triệt để bào tử nấm tại chỗ. Cần bôi duy trì 1 tuần sau vảy bong.,Mục đích: điều trị nguyên nhân/triệu chứng theo phác đồ ngoại trú. Tác dụng phụ: theo dõi ADR thường gặp và cảnh báo nguy cơ. Tương tác: rà soát tương tác thuốc và bệnh đồng mắc trước kê đơn.,IIa
I12.9,MED-ACEI-PERINDOPRIL,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
I25.9,MED-STATIN-ATORVASTATIN,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
N18.9,MED-ACEI-PERINDOPRIL,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
N18.3,MED-ACEI-PERINDOPRIL,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
K29.7,MED-PPI-ESOMEPRAZOLE,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
K30,MED-PROKI-ITOPRIDE,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
M47.9,MED-NSAID-IBUPROFEN,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
M25.5,MED-ANAL-PARACETAMOL,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
R73.0,MED-DM-METFORMIN,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
J00,MED-ANTIH-LORATADINE,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
J30.9,MED-ANTIH-LORATADINE,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
J04.0,MED-ANTIH-LORATADINE,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
J11.1,MED-ANAL-PARACETAMOL,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
R50.9,MED-ANAL-PARACETAMOL,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
L30.9,MED-DERM-CORTICOID-MILD,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
H60.9,MED-ABX-AMOX-CLAV,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
I12.9,MED-ACEI-PERINDOPRIL,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
F32.9,MED-PSYCH-ROTUNDA,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
A09,MED-ANAL-PARACETAMOL,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
R19.7,MED-ANAL-PARACETAMOL,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
B35.4,MED-DERM-ANTIFUNGAL,recommended,1,MAP-IM-2026.02,Mục đích: kiểm soát triệu chứng/bệnh nền. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát đơn đồng thời.,IIa
I13.0,MED-ACEI-PERINDOPRIL,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
I13.9,MED-ARB-LOSARTAN,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
I70.9,MED-STATIN-ATORVASTATIN,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
I73.9,MED-CARDIO-ASPIRIN,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
I95.1,MED-ANAL-PARACETAMOL,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
E11.2,MED-DM-METFORMIN,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
E11.4,MED-DM-METFORMIN,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
E11.5,MED-DM-DAPAGLIFLOZIN,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
E78.2,MED-STATIN-ROSUVASTATIN,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
E87.1,MED-ANAL-PARACETAMOL,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
N17.9,MED-ANAL-PARACETAMOL,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
N19,MED-ANAL-PARACETAMOL,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
K25.9,MED-PPI-ESOMEPRAZOLE,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
K26.9,MED-PPI-ESOMEPRAZOLE,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
K27.9,MED-PPI-ESOMEPRAZOLE,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
K58.9,MED-GI-REBAMIPIDE,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
K59.0,MED-ANAL-PARACETAMOL,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
J18.9,MED-ABX-AMOX-CLAV,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
J42,MED-RESP-TIOTROPIUM,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
J47.9,MED-RESP-TIOTROPIUM,recommended,1,MAP-IM-2026.03,Mục đích: điều trị nền/triệu chứng nội khoa. Tác dụng phụ: theo dõi ADR thường gặp. Tương tác: rà soát thuốc đồng thời.,IIa
